68,23,Cosmos 139
45,10,Apollo 1
14,49,KH-7 Gambit 4036
14,6,Lunar Orbiter 3
53,17,Cosmos 140
27,1,Diade 1
71,26,Cosmos 141
22,32,Cosmos 142
27,1,Diade 2
66,50,OPS 4204
73,17,Cosmos 143
75,26,Cosmos 144
22,32,Cosmos 145
42,30,Cosmos 146
73,26,Cosmos 147
22,21,Cosmos 148
22,32,Cosmos 149
71,26,Cosmos 150
68,22,OGTch 3
23,27,Cosmos 151
22,21,Cosmos 152
30,53,Osumi
73,26,Cosmos 153
14,5,ATS-2
42,30,Cosmos 154
71,17,Cosmos 155
12,43,Surveyor 3
53,17,Soyuz 1
47,52,San Marco 2
66,50,OPS 4243
75,26,Cosmos 156
67,48,"OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3"
14,6,Lunar Orbiter 4
73,17,Cosmos 157
24,20,Cosmos 158
34,17,Cosmos 159
68,22,Cosmos 160
71,26,Cosmos 161
14,49,KH-7 Gambit 4037
33,17,Molniya-1 n†­8
71,17,Cosmos 162
14,49,KH-7 Gambit 4038
22,32,Cosmos 163
71,26,Cosmos 164
36,17,Venera 4
22,21,Cosmos 165
14,5,Mariner 5
22,32,Cosmos 166
36,17,Cosmos 167
71,26,Zenit-4 n†­31
66,50,OPS 4282
24,20,Tselina-OM #1
67,48,"OPS 9331-9334, LES-5 & DODGE"
71,25,Cosmos 168
12,42,Surveyor 4
68,23,Cosmos 169
71,25,Zenit-4 n†­32
4,15,OV1-11/OV1-12/OV1-86
68,22,Cosmos 170
14,6,Lunar Orbiter 5
68,23,Cosmos 171
71,17,Cosmos 172
66,50,OPS 4866
22,21,Cosmos 173
33,17,Cosmos 174
71,26,Zenit-2 n†­51
17,43,Surveyor 5
71,26,Cosmos 175
22,21,Cosmos 176
71,17,Cosmos 177
68,22,Cosmos 178
66,50,OPS 4941
68,23,Cosmos 179
71,26,Cosmos 180
24,20,Zaliv #2
42,30,Zond
33,17,Molniya-1 n†­9
71,26,Cosmos 181
23,27,VKZ
71,25,Cosmos 182
68,22,Cosmos 183
33,17,Molniya-1 n†­12
75,26,Cosmos 184
66,50,OPS 4995
70,33,Cosmos 185
53,25,Cosmos 186
68,23,Cosmos 187
53,17,Cosmos 188
24,20,Cosmos 189
71,26,Cosmos 190
14,5,ATS-3
17,43,Surveyor 6
46,12,Apollo 4
22,21,Cosmos 191
42,31,Zond
24,20,Cosmos 192
71,26,Cosmos 193
43,4,WRESAT
71,26,Cosmos 194
66,50,OPS 5000
71,26,Cosmos 195
21,32,Cosmos 196
22,32,Cosmos 197
70,33,Cosmos 198
17,42,Surveyor 7
71,26,Cosmos 199
66,50,OPS 5028
24,20,Cosmos 200
45,44,Apollo 5
71,25,Cosmos 201
34,17,E-6LS n†­112
22,32,Cosmos 202
24,20,Cosmos 203
42,30,Zond-4
16,6,OGO-5
22,21,Cosmos 204
71,26,Cosmos 205
22,32,DS-U1-Ya #1
66,50,OPS 5057
75,26,Cosmos 206
71,26,Cosmos 207
71,17,Cosmos 208
70,33,Cosmos 209
23,27,VKZ
71,26,Cosmos 210
46,11,Apollo 6
5,14,OV1-13/OV1-14
34,17,Luna 14
22,21,Cosmos 211
53,25,Cosmos 212
53,17,Cosmos 213
66,50,OPS 5105
71,26,Cosmos 214
22,32,Cosmos 215
71,25,Cosmos 216
34,17,Molniya-1 n†­13
42,31,Zond
70,33,Cosmos 217
68,23,Cosmos 218
22,32,Cosmos 219
24,20,Cosmos 220
22,32,Cosmos 221
22,21,Cosmos 222
71,26,Cosmos 223
71,25,Cosmos 224
24,20,Sfera #2
66,50,OPS 5138
22,32,Cosmos 225
75,26,Cosmos 226
67,48,OPS 9341-9348
23,27,Strela-2 #4
71,25,Cosmos 227
71,17,Cosmos 228
71,26,Cosmos 229
22,32,Cosmos 230
34,17,Molniya-1 n†­13
71,25,Cosmos 231
5,14,OV1-15/OV1-16
71,26,Cosmos 232
22,21,Cosmos 233
71,25,Cosmos 234
16,6,Canyon 1 (AFP-827)
66,50,OPS 5187
66,50,OPS 5247
71,25,Cosmos 235
17,42,ATS-4
15,45,STP P68-1
23,27,Cosmos 236
71,26,Cosmos 237
53,25,Cosmos 238
71,25,Cosmos 239
71,25,Cosmos 240
42,30,Zond-5
71,26,Cosmos 241
22,21,Cosmos 242
71,17,Cosmos 243
67,48,"LES-6, OV2-5, OV5-2, OV5-4"
68,22,Cosmos 244
22,21,Cosmos 245
34,17,Molniya-1 n†­14
71,26,Cosmos 246
71,26,Cosmos 247
45,10,Apollo 7
70,33,Cosmos 248
70,34,Cosmos 249
53,17,Soyuz 2
53,25,Soyuz 3
24,20,Cosmos 250
71,17,Cosmos 251
70,34,Cosmos 252
66,50,OPS 5296
42,30,Zond-6
71,26,Cosmos 253
41,31,Proton-4
71,26,Cosmos 254
29,4,STV-1
71,26,Cosmos 255
24,20,Cosmos 256
22,21,Cosmos 257
66,50,OPS 6518
17,43,OAO-2
71,25,Cosmos 258
22,32,Cosmos 259
34,17,Cosmos 260
22,21,Cosmos 261
46,11,Apollo 8
22,32,Cosmos 262
36,17,Venera 5
36,17,Venera 6
71,26,Cosmos 263
53,25,Soyuz 4
53,17,Soyuz 5
42,30,Zond
66,50,OPS 7585
71,17,Cosmos 264
70,33,US-A n†­5
75,26,Meteor n†­12
22,21,Cosmos 265
67,48,OPS-0757 (Tacsat)
42,31,Luna-15a
38,18,3L (Zond L1S-1)
17,43,Mariner 6
71,26,Cosmos 266
71,25,Cosmos 267
46,11,Apollo 9
66,50,OPS 4248
22,32,Cosmos 268
24,20,Cosmos 269
71,26,Cosmos 270
71,26,Cosmos 271
24,20,Cosmos 272
5,14,OV1-17/OV1-18/OV1-19
71,26,Cosmos 273
71,25,Cosmos 274
75,26,Meteor n†­12
42,30,M-69 N†­521
17,42,Mariner 7
22,21,Cosmos 275
42,31,M-69 ???522
71,26,Cosmos 276
22,21,Cosmos 277
71,26,Cosmos 278
34,17,Molniya-1 n†­18
16,6,Canyon 2 (AFP-827)
71,25,Cosmos 279
66,50,OPS 5310
71,17,Cosmos 280
71,26,Cosmos 281
46,12,Apollo 10
71,26,Cosmos 282
67,48,"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9"
22,21,Cosmos 283
71,25,Cosmos 284
22,21,Cosmos 285
66,50,OPS 1077
25,32,BOR-2 Shuttle
42,31,Luna-15b
71,26,Cosmos 286
71,25,Cosmos 287
71,17,Cosmos 288
29,4,STV-2
38,18,5L (Zond L1S-2)
71,26,Cosmos 289
46,11,Apollo 11
71,26,Cosmos 290
34,17,Molniya-1 n†­18
22,21,DS-P1-You #23
69,33,Cosmos 291
42,30,Zond-7
17,42,ATS-5
24,20,Cosmos 292
71,25,Cosmos 293
71,26,Cosmos 294
22,21,Cosmos 295
63,50,OPS 7807
71,25,Cosmos 296
71,26,Cosmos 297
68,24,Cosmos 298
71,25,Cosmos 299
30,53,Osumi
42,31,Cosmos 300 (luna-16a)
71,26,Cosmos 301
75,26,Meteor n†­13
53,25,Soyuz 6
53,17,Soyuz 7
53,25,Soyuz 8
22,32,Intercosmos-1
71,26,Cosmos 302
22,21,Cosmos 303
24,19,Cosmos 304
42,31,Cosmos 305 (Luna-16b)
71,17,Cosmos 306
22,32,Cosmos 307
63,50,OPS 8455
69,34,IS Mass Model
22,21,Cosmos 308
71,26,Cosmos 309
46,11,Apollo 12
71,25,Cosmos 310
31,29,Test flight
22,21,Cosmos 311
24,19,Cosmos 312
42,30,Zond (L1E)
71,28,Cosmos 313
22,21,Cosmos 314
24,19,Cosmos 315
69,34,Cosmos 316
71,26,Cosmos 317
22,32,Intercosmos-2
24,19,Ionosfernaya #1
71,25,Cosmos 318
63,50,OPS 6531
22,21,Cosmos 319
22,32,Cosmos 320
22,21,Cosmos 321
71,26,Cosmos 322
22,21,DS-P1-I #6
42,30,Luna-16c
71,26,Cosmos 323
30,53,Osumi
34,28,Molniya-1 n†­17
22,21,Cosmos 324
71,28,Cosmos 325
28,2,WIKA & MIKA
71,28,Cosmos 326
75,26,Meteor n†­14
22,21,Cosmos 327
71,26,Cosmos 328
71,28,Cosmos 329
24,20,Cosmos 330
71,25,Cosmos 331
67,47,Vela 11 & 12
24,20,Cosmos 332
46,11,Apollo 13
71,26,Cosmos 333
63,50,OPS 2863
22,21,Cosmos 334
31,29,Dong Fang Hong 1
22,32,Cosmos 335
24,20,Cosmos 336 to 343
75,26,Meteor n†­15
71,26,Cosmos 344
71,25,Cosmos 345
22,21,DS-P1-You #36
53,25,Soyuz 9
71,25,Cosmos 346
29,4,STV-3
22,32,Cosmos 347
22,21,Cosmos 348
71,28,Cosmos 349
16,6,AFP-720 (Rhyolite-1)
75,26,Meteor n†­16
63,50,OPS 6820
34,28,Molniya-1 n†­21
71,25,Cosmos 350
22,21,Cosmos 351
24,20,Strela-2M satellite
71,25,Cosmos 352
71,26,Cosmos 353
71,28,Zenit-4 n†­75
68,24,Cosmos 354
25,32,BOR-2 Shuttle
22,32,Intercosmos-3
71,28,Cosmos 355
22,21,Cosmos 356
35,25,Venera 7
63,50,OPS 7874
22,21,Cosmos 357
24,19,Cosmos 358
35,25,Cosmos 359
71,25,Cosmos 360
16,6,AFP-827 (Canyon-3)
71,26,Cosmos 361
42,30,Luna-16
22,21,Cosmos 362
71,25,Cosmos 363
37,53,Shinsei
71,26,Cosmos 364
68,22,Cosmos 365
34,28,Molniya-1 n†­19
71,17,Cosmos 366
69,33,Cosmos 367
71,25,Cosmos 368
22,21,Cosmos 369
71,17,Cosmos 370
24,19,Cosmos 371
22,21,Intercosmos-4
75,26,Molniya-1 n†­23
24,19,Cosmos 372
69,33,Cosmos 373
42,30,Zond-8
69,34,Cosmos 374
63,50,OPS 7568
69,34,Cosmos 375
71,28,Cosmos 376
18,4,Orba
64,47,OPS-5960 (IMEWS-1/DSP-1)
42,30,Luna-17
71,25,Cosmos 377
24,20,Cosmos 378
54,25,Cosmos 379 (T2K Lunar Lander)
22,21,Cosmos 380
34,28,Molniya-2 n†­23
18,43,OAO-B
24,20,Cosmos 381
42,30,Cosmos 382 (L1E)
71,28,Cosmos 383
71,26,Cosmos 384
47,52,Explorer 42
28,2,Pole
24,20,Cosmos 385
71,25,Cosmos 386
24,20,Cosmos 387
22,21,Cosmos 388
75,26,Cosmos 389
24,20,DS-P1-M #1
34,17,Molniya-1 n†­22
