28,38,Discoverer 16,Failure,58,20:26:00,26/10/1960,US Air Force,
29,37,Discoverer 17,Success,58,20:43:00,12/11/1960,US Air Force,
30,13,Mercury-Redstone 1 (MR-1),Failure,32,14:00:00,21/11/1960,NASA,
31,35,TIROS-2,Success,57,11:13:00,23/11/1960,US Air Force,
32,36,Transit 3A & GRAB-2,Failure,61,19:50:00,30/11/1960,US Air Force,
33,17,Korabl-Sputnik 3,Success,72,7:30:00,1/12/1960,RVSN USSR,
34,3,Explorer (S-56),Failure,47,21:14:00,4/12/1960,NASA,
35,38,Discoverer 18,Success,58,20:20:00,7/12/1960,US Air Force,
36,5,Pioneer P-31,Failure,2,9:10:00,15/12/1960,General Dynamics,
37,13,Mercury-Redstone 1A (MR-1A),Success,32,16:15:00,19/12/1960,NASA,
38,37,Discoverer 19,Success,58,20:32:00,20/12/1960,US Air Force,
39,17,1K n†­5 (Korabl-Sputnik 3),Failure,72,7:45:00,22/12/1960,RVSN USSR,
40,13,Mercury-Redstone 2 (MR-2),Success,32,16:55:00,31/01/1961,NASA,
41,46,Samos 2,Success,6,20:21:00,31/01/1961,General Dynamics,
42,17,1VA n†­1 (Venera 1),Failure,33,1:18:00,4/02/1961,RVSN USSR,
43,17,Venera 1,Success,33,0:34:00,12/02/1961,RVSN USSR,
44,3,Explorer 9 (S-56A),Success,47,13:05:00,16/02/1961,NASA,
45,38,Discoverer 20,Success,58,20:25:00,17/02/1961,US Air Force,
46,37,Discoverer 21,Success,58,22:58:00,18/02/1961,US Air Force,
47,7,Mercury-Atlas 2 (MA-2),Success,3,14:12:00,21/02/1961,NASA,
48,36,Transit 3B & Lofti 1,Success,61,3:45:00,22/02/1961,US Air Force,
49,17,Korabl-Sputnik 4,Success,72,6:29:00,9/03/1961,RVSN USSR,
50,13,Mercury-Redstone BD (MR-BD),Success,32,17:30:00,24/03/1961,NASA,
51,17,Korabl-Sputnik 5,Success,72,5:54:00,25/03/1961,RVSN USSR,
52,35,Explorer 10,Success,57,15:17:00,25/03/1961,US Air Force,
53,38,Discoverer 22,Failure,58,20:34:00,30/03/1961,US Air Force,
54,37,Discoverer 23,Success,58,19:21:00,8/04/1961,US Air Force,
55,17,Vostok 1,Success,72,6:07:00,12/04/1961,RVSN USSR,
56,7,Mercury-Atlas 3 (MA-3),Failure,3,16:15:00,25/04/1961,NASA,
57,13,Freedom 7 (MR-3),Success,32,14:34:00,5/05/1961,NASA,
58,38,Discoverer 24,Failure,58,21:16:00,8/06/1961,US Air Force,
59,40,Discoverer 25,Success,58,23:02:00,16/06/1961,US Air Force,
60,36,"Transit 4A, Injun 1 & GRAB-3",Success,61,4:22:00,29/06/1961,US Air Force,
61,3,Explorer (S-55),Failure,47,17:09:00,30/06/1961,NASA,
62,37,Discoverer 26,Success,58,23:29:00,7/07/1961,US Air Force,
63,35,TIROS-3,Success,57,10:25:00,12/07/1961,US Air Force,
64,45,Midas 3,Success,7,15:11:00,12/07/1961,General Dynamics,
65,13,Liberty Bell 7 (MR-4),Success,32,12:36:00,21/07/1961,NASA,
66,38,Discoverer 27,Failure,58,22:35:00,21/07/1961,US Air Force,
67,40,Discoverer 28,Failure,58,0:01:00,4/08/1961,US Air Force,
68,17,Vostok 2,Success,72,6:00:00,6/08/1961,RVSN USSR,
69,35,Explorer 12,Success,57,3:21:00,16/08/1961,US Air Force,
70,5,Ranger 1,Failure,7,10:04:00,23/08/1961,General Dynamics,
71,3,Explorer 13,Partial Failure,47,18:29:00,25/08/1961,NASA,
72,38,Discoverer 29,Success,58,20:00:00,30/08/1961,US Air Force,
73,46,Samos 3,Failure,7,19:28:00,9/09/1961,General Dynamics,
74,37,Discoverer 30,Success,58,19:59:00,12/09/1961,US Air Force,
75,7,Mercury-Atlas 4 (MA-4),Success,3,14:04:00,13/09/1961,NASA,
76,40,Discoverer 31,Success,58,21:00:00,17/09/1961,US Air Force,
77,38,Discoverer 32,Success,58,19:22:00,13/10/1961,US Air Force,
78,45,Midas 4,Partial Failure,7,13:53:00,21/10/1961,General Dynamics,
79,37,Discoverer 33,Failure,58,19:23:00,23/10/1961,US Air Force,
80,16,DS-1 1,Failure,21,16:30:00,27/10/1961,RVSN USSR,
81,8,Mercury-Scout 1 (MS-1),Failure,19,15:32:00,1/11/1961,NASA,
82,40,Discoverer 34,Failure,58,20:00:00,5/11/1961,US Air Force,
83,38,Discoverer 35,Success,58,21:23:00,15/11/1961,US Air Force,
84,36,Transit 4B & TRAAC,Success,61,22:26:00,15/11/1961,US Air Force,
85,5,Ranger 2,Failure,7,8:12:00,18/11/1961,General Dynamics,
86,46,Samos 4,Failure,7,20:45:00,22/11/1961,General Dynamics,
87,7,Mercury-Atlas 5 (MA-5),Success,3,15:08:00,29/11/1961,NASA,
88,17,Zenit-2 n†­1,Failure,72,9:39:00,11/12/1961,RVSN USSR,
89,38,Discoverer 36 & Oscar 1,Success,58,20:40:00,12/12/1961,US Air Force,
90,16,DS-1 2,Failure,21,12:30:00,21/12/1961,RVSN USSR,
91,45,Samos 5,Partial Failure,7,19:12:00,22/12/1961,General Dynamics,
92,38,Discoverer 37,Failure,58,21:41:00,13/01/1962,US Air Force,
93,36,LOFTI-2A & Others,Failure,61,9:30:00,24/01/1962,US Air Force,
94,5,Ranger 3,Partial Failure,7,20:30:00,26/01/1962,General Dynamics,
95,35,TIROS-4,Success,57,12:43:00,8/02/1962,US Air Force,
96,7,Friendship 7 (MA-6),Success,3,14:47:00,20/02/1962,NASA,
97,37,FTV 2301,Partial Failure,58,18:44:00,21/02/1962,US Air Force,
98,38,Discoverer 38,Success,58,19:39:00,27/02/1962,US Air Force,
99,35,OSO-1,Success,57,16:06:00,7/03/1962,US Air Force,
100,45,Samos 6,Success,7,22:10:00,7/03/1962,General Dynamics,
101,16,Cosmos 1,Success,21,11:59:00,16/03/1962,RVSN USSR,
102,16,Cosmos 2,Success,21,17:15:00,6/04/1962,RVSN USSR,
103,45,Midas 5,Success,7,15:04:00,9/04/1962,General Dynamics,
104,37,Discoverer 39,Success,58,0:54:00,18/04/1962,US Air Force,
105,5,Ranger 4,Success,7,20:50:00,23/04/1962,General Dynamics,
106,16,Cosmos 3,Success,21,4:00:00,24/04/1962,RVSN USSR,
107,17,Cosmos 4,Success,72,10:02:00,26/04/1962,RVSN USSR,
108,3,Solrad 4B,Failure,48,10:49:00,26/04/1962,NASA,
109,35,Ariel 1,Success,57,18:00:00,26/04/1962,US Air Force,
110,46,Samos 7,Success,7,18:56:00,26/04/1962,General Dynamics,
111,38,FTV 1125,Success,58,0:30:00,29/04/1962,US Air Force,
112,42,AC-1 (Test Vehicle),Failure,9,19:49:00,8/05/1962,General Dynamics,
113,36,ANNA 1A,Failure,61,12:06:00,10/05/1962,US Air Force,
114,37,FTV 1126,Success,58,19:36:00,15/05/1962,US Air Force,
115,7,Aurora 7 (MA-7),Success,3,12:45:00,24/05/1962,NASA,
116,51,DSAP-1 F1 (Program 35),Failure,50,0:00:00,24/05/1962,US Air Force,
117,16,Cosmos 5,Success,21,3:00:00,28/05/1962,RVSN USSR,
118,40,FTV 1128,Success,58,1:00:00,30/05/1962,US Air Force,
119,17,2MV-1 n†­1 (Venera 2),Failure,73,9:37:00,1/06/1962,RVSN USSR,
120,38,FTV 1127 & Oscar 2,Success,60,0:31:00,2/06/1962,US Air Force,
121,46,Samos 8,Success,7,18:14:00,17/06/1962,General Dynamics,
122,37,FTV 2312,Success,58,20:20:00,18/06/1962,US Air Force,
123,35,TIROS-5,Success,57,12:19:00,19/06/1962,US Air Force,
124,38,FTV 1129,Success,58,0:30:00,23/06/1962,US Air Force,
125,40,FTV 1151,Success,59,1:09:00,28/06/1962,US Air Force,
126,16,Cosmos 6,Success,21,16:00:00,30/06/1962,RVSN USSR,
127,36,Telstar 1,Success,57,8:35:00,10/07/1962,US Air Force,
128,46,Samos 9,Success,7,20:15:00,18/07/1962,General Dynamics,
129,37,FTV 1130,Success,58,0:56:00,21/07/1962,US Air Force,
130,5,Mariner 1,Failure,7,9:21:00,22/07/1962,General Dynamics,
131,38,FTV 1131,Success,58,0:30:00,28/07/1962,US Air Force,
132,17,Cosmos 7,Success,73,9:18:00,28/07/1962,RVSN USSR,
133,40,FTV 1152,Success,59,0:17:00,2/08/1962,US Air Force,
134,46,Samos 10,Success,7,17:59:00,5/08/1962,General Dynamics,
135,17,Vostok 3,Success,72,8:30:00,11/08/1962,RVSN USSR,
136,17,Vostok 4,Success,72,8:02:00,12/08/1962,RVSN USSR,
137,16,Cosmos 8,Success,21,15:00:00,18/08/1962,RVSN USSR,
138,51,DSAP-1 F2 (Program 35),Success,50,11:44:00,23/08/1962,US Air Force,
139,17,2MV-1 n†­1 (Venera 2),Failure,33,2:56:00,25/08/1962,RVSN USSR,
140,5,Mariner 2,Success,7,6:53:00,27/08/1962,General Dynamics,
141,41,FTV 1153,Success,59,1:00:00,29/08/1962,US Air Force,
142,17,2MV-1 n†­2 (Venera 2),Failure,33,2:12:00,1/09/1962,RVSN USSR,
143,37,FTV 1132,Success,58,20:39:00,1/09/1962,US Air Force,
144,17,2MV-2 n†­1 (Venera 2),Failure,33,0:59:00,12/09/1962,RVSN USSR,
145,38,FTV 1133 & ERS-2,Success,58,23:46:00,17/09/1962,US Air Force,
146,35,TIROS-6,Success,57,8:53:00,18/09/1962,US Air Force,
147,17,Cosmos 9,Success,73,9:40:00,27/09/1962,RVSN USSR,
148,40,Alouette 1 & TAVE,Success,58,6:05:00,29/09/1962,US Air Force,
149,41,FTV 1154,Success,59,23:34:00,29/09/1962,US Air Force,
150,36,Explorer 14,Success,26,22:11:00,2/10/1962,US Air Force,
151,7,Sigma 7 (MA-8),Success,3,9:13:00,3/10/1962,NASA,
152,38,FTV 1134,Success,58,18:35:00,9/10/1962,US Air Force,
153,17,Cosmos 10,Success,73,9:00:00,17/10/1962,RVSN USSR,
154,5,Ranger 5,Success,7,16:59:00,18/10/1962,General Dynamics,
155,16,Cosmos 11,Success,21,4:00:00,20/10/1962,RVSN USSR,
156,17,2MV-4 n†­1 (Mars 1),Failure,33,17:55:00,24/10/1962,RVSN USSR,
157,16,1MS #2,Failure,21,7:00:00,25/10/1962,RVSN USSR,
158,41,STARAD,Success,59,16:14:00,26/10/1962,US Air Force,
159,36,Explorer 15,Success,26,23:15:00,27/10/1962,US Air Force,
160,35,ANNA 1B,Success,61,8:08:00,31/10/1962,US Air Force,
161,17,Mars 1,Success,33,16:14:00,1/11/1962,RVSN USSR,
162,17,2MV-3 n†­1 (Mars 2),Failure,33,15:35:00,4/11/1962,RVSN USSR,
163,38,FTV 1136,Success,58,22:04:00,5/11/1962,US Air Force,
164,46,Samos 11,Success,7,20:17:00,11/11/1962,General Dynamics,
165,38,FTV 1135,Success,58,22:01:00,24/11/1962,US Air Force,
166,40,FTV 1155,Success,59,21:30:00,4/12/1962,US Air Force,
167,40,Injun 3 & Others,Success,59,4:07:00,13/12/1962,US Air Force,
168,35,Relay 1,Success,26,23:30:00,13/12/1962,US Air Force,
169,37,FTV 1156,Success,59,21:26:00,14/12/1962,US Air Force,
170,3,Explorer 16 (S-55B),Success,51,14:33:00,16/12/1962,NASA,
171,45,Midas 6,Failure,7,20:36:00,17/12/1962,General Dynamics,
172,51,Transit-5A 1,Success,51,1:25:00,19/12/1962,US Air Force,
173,17,Cosmos 12,Success,73,9:24:00,22/12/1962,RVSN USSR,
174,17,E-6 n†­1 (Luna 4),Failure,33,8:49:00,4/01/1963,RVSN USSR,
175,17,E-6 n†­2 (Luna 4),Failure,33,9:29:00,3/02/1963,RVSN USSR,
176,51,DSAP-1 F3 (Program 35),Success,51,16:33:00,19/02/1963,US Air Force,
177,17,Cosmos 13,Success,73,8:30:00,21/03/1963,RVSN USSR,
178,17,Luna 4,Success,33,8:04:00,2/04/1963,RVSN USSR,
179,51,Transit-5A 2,Failure,51,3:01:00,5/04/1963,US Air Force,
180,16,DS-P1 #2,Failure,21,3:01:00,6/04/1963,RVSN USSR,
181,16,Cosmos 14,Success,21,11:00:00,13/04/1963,RVSN USSR,
182,17,Cosmos 15,Success,73,8:30:00,22/04/1963,RVSN USSR,
183,51,DSAP-1 F4 (Program 35),Failure,50,0:00:00,26/04/1963,US Air Force,
184,17,Cosmos 16,Success,73,8:49:00,28/04/1963,RVSN USSR,
185,45,Midas 7,Success,7,20:06:00,9/05/1963,General Dynamics,
186,7,Faith 7 (MA-9),Success,3,13:04:00,15/05/1963,NASA,
187,16,Cosmos 17,Success,21,3:00:00,22/05/1963,RVSN USSR,
188,17,Cosmos 18,Success,73,10:34:00,24/05/1963,RVSN USSR,
189,16,DS-MT #1,Failure,21,0:00:00,1/06/1963,RVSN USSR,
190,45,Midas 8,Failure,7,0:00:00,12/06/1963,General Dynamics,
191,17,Vostok 5,Success,72,11:58:00,14/06/1963,RVSN USSR,
192,51,Transit-5A 3,Success,51,1:49:00,16/06/1963,US Air Force,
193,17,Vostok 6,Success,72,9:29:00,16/06/1963,RVSN USSR,
194,51,CRL-1 (GRS),Success,52,21:19:00,28/06/1963,US Air Force,
195,17,Zenit-2 n†­12,Failure,73,10:03:00,10/07/1963,RVSN USSR,
196,50,KH-7 Gambit 4001,Success,8,20:46:00,12/07/1963,General Dynamics,
197,45,Midas 9,Success,7,3:51:00,19/07/1963,General Dynamics,
198,16,Cosmos 19,Success,21,6:00:00,6/08/1963,RVSN USSR,
199,16,DS-A1 #3,Failure,21,6:00:00,22/08/1963,RVSN USSR,
200,50,KH-7 Gambit 4002,Success,8,19:30:00,6/09/1963,General Dynamics,
201,51,DSAP-1 F5 (Program 35),Failure,49,11:17:00,27/09/1963,US Air Force,
202,6,Vela 1A/1B,Success,8,2:37:00,17/10/1963,General Dynamics,
203,17,Cosmos 20,Success,73,9:29:00,18/10/1963,RVSN USSR,
204,16,DS-A1 #4,Failure,21,4:30:00,24/10/1963,RVSN USSR,
205,50,KH-7 Gambit 4003,Success,8,18:59:00,25/10/1963,General Dynamics,
206,17,Poliot-1,Success,39,8:56:00,1/11/1963,RVSN USSR,
207,17,Cosmos 21,Success,33,6:23:00,11/11/1963,RVSN USSR,
208,17,Cosmos 22,Success,71,10:34:00,16/11/1963,RVSN USSR,
209,42,AC-2 (Test Vehicle),Success,10,19:03:00,27/11/1963,General Dynamics,
210,17,Zenit-2 n†­14,Failure,73,9:19:00,28/11/1963,RVSN USSR,
211,16,Cosmos 23,Success,21,14:15:00,13/12/1963,RVSN USSR,
212,50,KH-7 Gambit 4004,Success,8,21:45:00,18/12/1963,General Dynamics,
213,17,Cosmos 24,Success,73,9:28:00,19/12/1963,RVSN USSR,
214,51,Explorer 19 (AD-A),Success,52,18:49:00,19/12/1963,NASA,
215,10,SA-5,Success,44,16:25:00,29/01/1964,NASA,
216,17,Elektron 1 & 2,Success,72,9:45:00,30/01/1964,RVSN USSR,
217,5,Ranger 6,Success,7,15:49:00,30/01/1964,General Dynamics,
218,17,3MV-1 n†­2 (Zond 1),Failure,33,5:47:00,19/02/1964,RVSN USSR,
219,50,KH-7 Gambit 4005,Success,8,18:59:00,25/02/1964,General Dynamics,
220,16,Cosmos 25,Success,21,13:26:00,27/02/1964,RVSN USSR,
221,50,KH-7 Gambit 4006,Success,8,20:14:00,11/03/1964,General Dynamics,
222,16,Cosmos 26,Success,21,15:07:00,18/03/1964,RVSN USSR,
223,17,E-6 n†­6,Failure,33,8:15:00,21/03/1964,RVSN USSR,
224,17,Cosmos 27,Partial Failure,33,3:24:00,27/03/1964,RVSN USSR,
225,17,Zond 1,Success,33,2:42:00,2/04/1964,RVSN USSR,
226,25,Cosmos 28,Success,73,9:45:00,4/04/1964,RVSN USSR,
227,9,Gemini 1,Success,62,16:01:00,8/04/1964,NASA,
228,17,Poliot-2,Success,39,9:31:00,12/04/1964,RVSN USSR,
229,17,E-6 n†­5 (Luna 5),Failure,33,8:08:00,20/04/1964,RVSN USSR,
230,50,KH-7 Gambit 4007,Success,8,16:19:00,23/04/1964,General Dynamics,
231,25,Cosmos 29,Success,73,10:21:00,25/04/1964,RVSN USSR,
232,17,Cosmos 30,Success,71,9:42:00,18/05/1964,RVSN USSR,
233,50,KH-7 Gambit 4008,Success,8,19:21:00,19/05/1964,General Dynamics,
234,44,A-101,Success,44,17:07:00,28/05/1964,NASA,
235,17,E-6 n†­8 (Luna),Failure,33,4:00:00,4/06/1964,RVSN USSR,
236,16,Cosmos 31,Success,21,6:00:00,6/06/1964,RVSN USSR,
237,25,Cosmos 32,Success,73,11:00:00,10/06/1964,RVSN USSR,
238,25,Cosmos 33,Success,73,10:00:00,23/06/1964,RVSN USSR,
239,42,AC-3 (Test Vehicle),Failure,11,14:04:00,30/06/1964,General Dynamics,
240,17,Cosmos 34,Success,71,11:00:00,1/07/1964,RVSN USSR,
241,50,KH-7 Gambit 4009,Success,8,18:51:00,6/07/1964,General Dynamics,
242,17,Elektron 3 & 4,Success,72,0:00:00,10/07/1964,RVSN USSR,
243,25,Cosmos 35,Success,73,11:27:00,15/07/1964,RVSN USSR,
244,6,Vela 2A/2B,Success,8,2:37:00,17/07/1964,General Dynamics,
245,5,Ranger 7,Success,7,16:50:00,28/07/1964,General Dynamics,
246,16,Cosmos 36,Success,21,3:36:00,30/07/1964,RVSN USSR,
247,25,Cosmos 37,Success,73,9:30:00,14/08/1964,RVSN USSR,
248,49,KH-7 Gambit 4010,Success,14,22:00:00,14/08/1964,General Dynamics,
249,27,"Cosmos 38, 39 & 40",Success,20,9:15:00,18/08/1964,RVSN USSR,
250,17,Cosmos 41,Success,33,7:21:00,22/08/1964,RVSN USSR,
251,16,Cosmos 42 & 43,Success,21,11:02:00,22/08/1964,RVSN USSR,
252,25,Cosmos 44,Success,75,16:00:00,28/08/1964,RVSN USSR,
253,39,Transtage 1,Failure,65,15:00:00,1/09/1964,US Air Force,63.23
254,5,OGO 1,Success,7,1:23:00,5/09/1964,General Dynamics,
255,17,Cosmos 45,Success,71,9:45:00,13/09/1964,RVSN USSR,
256,44,A-102,Success,44,16:22:00,18/09/1964,NASA,
257,49,KH-7 Gambit 4011,Success,14,13:10:00,23/09/1964,General Dynamics,
258,25,Cosmos 46,Success,73,12:04:00,24/09/1964,RVSN USSR,
259,17,Cosmos 47,Success,71,7:00:00,6/10/1964,RVSN USSR,
260,49,KH-7 Gambit 4012,Failure,14,0:00:00,8/10/1964,General Dynamics,
261,17,Voskhod 1,Success,71,7:30:00,12/10/1964,RVSN USSR,
262,25,Cosmos 48,Success,73,10:00:00,14/10/1964,RVSN USSR,
263,50,KH-7 Gambit 4013,Success,8,18:30:00,23/10/1964,General Dynamics,
264,27,"Strela-1 #4, 5, 6",Failure,20,0:00:00,23/10/1964,RVSN USSR,
265,16,Cosmos 49,Success,21,5:16:00,24/10/1964,RVSN USSR,
266,25,Cosmos 50,Success,73,10:40:00,28/10/1964,RVSN USSR,
267,6,Mariner 3,Failure,8,19:22:00,5/11/1964,General Dynamics,
268,5,Mariner 4,Success,8,14:22:00,28/11/1964,General Dynamics,
269,17,Zond 2,Success,33,13:12:00,30/11/1964,RVSN USSR,
270,16,DS-2 #2,Failure,21,0:00:00,1/12/1964,RVSN USSR,
271,49,KH-7 Gambit 4014,Success,14,18:57:00,4/12/1964,General Dynamics,
272,32,Cosmos 51,Success,21,23:02:00,9/12/1964,RVSN USSR,
273,39,Transtage 2,Success,65,16:52:00,10/12/1964,US Air Force,63.23
274,42,Surveyor-Model 1,Partial Failure,11,14:25:00,11/12/1964,General Dynamics,
275,25,Cosmos 52,Success,73,9:29:00,11/01/1965,RVSN USSR,
276,9,Gemini 2,Success,62,14:04:00,19/01/1965,NASA,
277,15,OV1-1,Failure,4,20:09:00,21/01/1965,General Dynamics,
278,50,KH-7 Gambit 4015,Success,14,20:09:00,23/01/1965,General Dynamics,
279,32,Cosmos 53,Success,21,9:36:00,30/01/1965,RVSN USSR,
280,39,LES 1,Success,65,15:19:00,11/02/1965,US Air Force,63.23
281,32,DS-P1 You #2,Failure,21,12:00:00,12/02/1965,RVSN USSR,
282,44,A-103,Success,44,14:37:00,16/02/1965,NASA,
283,5,Ranger 8,Success,7,17:05:00,17/02/1965,General Dynamics,
284,32,DS-A1 #6,Failure,21,6:30:00,20/02/1965,RVSN USSR,
285,27,"Cosmos 54, 55 & 56",Success,20,11:00:00,21/02/1965,RVSN USSR,
286,17,Cosmos 57,Success,71,7:30:00,22/02/1965,RVSN USSR,
287,25,Cosmos 58,Success,75,5:01:00,26/02/1965,RVSN USSR,
288,42,Surveyor-SD 1,Failure,11,13:25:00,2/03/1965,General Dynamics,
289,25,Cosmos 59,Success,71,8:59:00,7/03/1965,RVSN USSR,
290,17,Cosmos 60,Success,33,9:36:00,12/03/1965,RVSN USSR,
291,50,KH-7 Gambit 4016,Success,14,19:25:00,12/03/1965,General Dynamics,
292,27,"Cosmos 61, 62 & 63",Success,20,11:00:00,15/03/1965,RVSN USSR,
293,17,Voskhod 2,Success,71,7:00:00,18/03/1965,RVSN USSR,
294,5,Ranger 9,Success,7,21:37:00,21/03/1965,General Dynamics,
295,9,Gemini 3,Success,62,14:24:00,23/03/1965,NASA,
296,25,Cosmos 64,Success,73,10:00:00,25/03/1965,RVSN USSR,
297,49,SNAPSHOT,Success,14,21:25:00,3/04/1965,General Dynamics,
298,17,E-6 n†­8 (Luna),Failure,33,8:15:00,10/04/1965,RVSN USSR,
299,25,Cosmos 65,Success,71,9:50:00,17/04/1965,RVSN USSR,
300,17,Molniya-1 n†­3,Success,33,1:55:00,23/04/1965,RVSN USSR,
301,49,KH-7 Gambit 4017,Success,14,20:17:00,28/04/1965,General Dynamics,
302,39,LES 2 & LCS 1,Success,65,15:00:00,6/05/1965,US Air Force,63.23
303,25,Cosmos 66,Success,73,9:29:00,7/05/1965,RVSN USSR,
304,17,Luna 5,Success,33,7:45:00,9/05/1965,RVSN USSR,
305,44,A-104,Success,44,7:35:00,25/05/1965,NASA,
306,25,Cosmos 67,Success,71,10:50:00,25/05/1965,RVSN USSR,
307,49,KH-7 Gambit 4018,Success,14,19:30:00,27/05/1965,General Dynamics,
308,15,OV1-3,Failure,4,2:54:00,28/05/1965,General Dynamics,
309,9,Gemini IV,Success,62,15:15:00,3/06/1965,NASA,
310,17,Luna 6,Success,33,7:41:00,8/06/1965,RVSN USSR,
311,25,Cosmos 68,Success,73,9:43:00,15/06/1965,RVSN USSR,
312,47,Transtage 5,Success,67,14:00:00,18/06/1965,Martin Marietta,
313,17,Cosmos 69,Success,71,9:45:00,25/06/1965,RVSN USSR,
314,49,KH-7 Gambit 4019,Success,14,19:30:00,25/06/1965,General Dynamics,
315,32,Cosmos 70,Success,21,6:30:00,2/07/1965,RVSN USSR,
316,49,KH-7 Gambit 4020,Failure,14,19:00:00,12/07/1965,General Dynamics,
317,25,Zenit-2 n†­28,Failure,73,11:00:00,13/07/1965,RVSN USSR,
318,27,Cosmos 71 to 75,Success,20,3:31:00,16/07/1965,RVSN USSR,
319,31,Proton-1,Success,40,11:16:00,16/07/1965,RVSN USSR,
320,17,Zond 3,Success,33,14:38:00,18/07/1965,RVSN USSR,
321,6,Vela 3A/3B,Success,8,8:27:00,20/07/1965,General Dynamics,
322,32,Cosmos 76,Success,21,4:33:00,23/07/1965,RVSN USSR,
323,44,A-105,Success,44,13:00:00,30/07/1965,NASA,
324,25,Cosmos 77,Success,71,11:00:00,3/08/1965,RVSN USSR,
325,49,KH-7 Gambit 4021,Success,14,19:12:00,3/08/1965,General Dynamics,
326,43,Surveyor SD-2,Success,12,14:31:00,11/08/1965,General Dynamics,
327,25,Cosmos 78,Success,73,10:56:00,14/08/1965,RVSN USSR,
328,9,Gemini V,Success,62,13:59:00,21/08/1965,NASA,
329,17,Cosmos 79,Success,71,10:10:00,25/08/1965,RVSN USSR,
330,27,Cosmos 80 to 84,Success,20,3:31:00,3/09/1965,RVSN USSR,
331,25,Cosmos 85,Success,71,9:30:00,9/09/1965,RVSN USSR,
332,27,Cosmos 86 to 90,Success,20,7:59:00,18/09/1965,RVSN USSR,
333,25,Cosmos 91,Success,71,9:00:00,23/09/1965,RVSN USSR,
334,49,KH-7 Gambit 4022,Success,14,19:20:00,30/09/1965,General Dynamics,
335,17,Luna 7,Success,34,7:55:00,4/10/1965,RVSN USSR,
336,15,OV1-2,Success,4,9:07:00,5/10/1965,General Dynamics,
337,17,Molniya-1 n†­4,Success,33,6:00:00,14/10/1965,RVSN USSR,
338,47,LCS-2 & OV2-1,Failure,67,17:23:00,15/10/1965,Martin Marietta,
339,25,Cosmos 92,Success,71,8:14:00,16/10/1965,RVSN USSR,
340,32,Cosmos 93,Success,22,5:44:00,19/10/1965,RVSN USSR,
341,7,GATV 5002,Failure,14,15:00:00,25/10/1965,General Dynamics,
342,25,Cosmos 94,Success,71,8:15:00,28/10/1965,RVSN USSR,
343,31,Proton-2,Success,40,12:29:00,2/11/1965,RVSN USSR,
344,32,Cosmos 95,Success,22,5:31:00,4/11/1965,RVSN USSR,
345,49,KH-7 Gambit 4023,Success,14,19:26:00,8/11/1965,General Dynamics,
346,25,Venera 2,Success,33,5:02:00,12/11/1965,RVSN USSR,
347,25,Venera 3,Success,33,4:19:00,16/11/1965,RVSN USSR,
348,25,Cosmos 96,Partial Failure,33,3:21:00,23/11/1965,RVSN USSR,
349,32,Cosmos 97,Success,22,12:14:00,26/11/1965,RVSN USSR,
350,1,Ast�rix,Success,27,14:47:00,26/11/1965,Arm�e de l'Air,
351,25,Cosmos 98,Success,73,8:20:00,27/11/1965,RVSN USSR,
352,25,Luna 8,Success,33,10:46:00,3/12/1965,RVSN USSR,
